time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/learning_rate,train/kl_divergence_loss,train/is_line_search_success,train/explained_variance,train/std,train/n_updates,train/policy_objective,train/value_loss
1129,387.0,264,1189.1514918199998,540672,478,0.001,0.009414378553628922,1.0,0.9989068974973634,0.313900887966156,263,0.056081585586071014,2.158059198409319
1132,387.38,265,1192.00151713,542720,479,0.001,0.008787359111011028,1.0,0.9911630842834711,0.3099905550479889,264,0.05142640694975853,1.1284243676811456
1138,393.68,266,1209.07857947,544768,478,0.001,0.008725021965801716,1.0,0.9987032923381776,0.30834177136421204,265,0.064496710896492,1.9664476912468671
1141,393.8,267,1209.58744332,546816,478,0.001,0.008416048251092434,1.0,0.9947100654244423,0.30692601203918457,266,0.04252840578556061,6.750319118052721
1147,396.45,268,1215.51670877,548864,478,0.001,0.008942077867686749,1.0,0.9978111437521875,0.30562838912010193,267,0.0818273201584816,5.484543409198523
1151,406.7,269,1246.52863201,550912,478,0.001,0.008311434648931026,1.0,0.996125255478546,0.3054473102092743,268,0.03865889459848404,4.002065064758062
1156,416.87,270,1277.23921337,552960,478,0.001,0.009695672430098057,1.0,0.9978379446547478,0.30601391196250916,269,0.05291983485221863,2.3105338752269744
1159,418.49,271,1283.42197866,555008,478,0.001,0.009603556245565414,1.0,0.9987263599177822,0.3044758141040802,270,0.03566206246614456,1.1800507050007583
1164,421.46,272,1291.43829042,557056,478,0.001,0.009787717834115028,1.0,0.9983678105054423,0.30189788341522217,271,0.04311692714691162,2.174017499759793
1167,429.93,273,1317.2605222400002,559104,478,0.001,0.009124248288571835,1.0,0.9984248203691095,0.2996525764465332,272,0.05282272398471832,1.7886736765503883
1173,429.79,274,1318.5018316900002,561152,478,0.001,0.009136996231973171,1.0,0.9982951863203198,0.2999551296234131,273,0.07097039371728897,1.417584029957652
1176,432.99,275,1326.42686265,563200,478,0.001,0.009033135138452053,1.0,0.9979014368727803,0.2998727262020111,274,0.05524811893701553,1.6329028524458409
1183,433.04,276,1328.5861419700002,565248,477,0.001,0.009286393411457539,1.0,0.9965174715034664,0.3013056218624115,275,0.03937283530831337,1.8811292596161366
1186,431.39,277,1324.0902802099997,567296,478,0.001,0.00916666816920042,1.0,0.9902708530426025,0.30175837874412537,276,0.06421083211898804,7.415038341283799
1191,429.82,278,1318.56649353,569344,478,0.001,0.00904292706400156,1.0,0.9971252090763301,0.29952552914619446,277,0.04114162549376488,4.936415112763643
1194,428.83,279,1316.9272351000002,571392,478,0.001,0.009867670945823193,1.0,0.9926939448341727,0.3023317754268646,278,0.05659879371523857,2.427476381510496
1198,428.41,280,1318.4716523499997,573440,478,0.001,0.009353055618703365,1.0,0.9959468725137413,0.3021128475666046,279,0.07683179527521133,5.257934077084064
1204,430.11,281,1325.01718726,575488,477,0.001,0.008081118576228619,1.0,0.9942366094328463,0.3011217415332794,280,0.01596570387482643,3.970899935811758
1209,432.37,282,1332.3083262099994,577536,477,0.001,0.008655817247927189,1.0,0.9948956863954663,0.3010399341583252,281,0.13249391317367554,2.9326477345079183
1213,432.83,283,1333.1292506199998,579584,477,0.001,0.008394655771553516,1.0,0.9973733788356185,0.30038097500801086,282,0.06121528893709183,3.591343917325139
1218,435.08,284,1339.32909058,581632,477,0.001,0.009416778571903706,1.0,0.9968306673690677,0.29888057708740234,283,0.06314009428024292,2.9938519529998304
1221,436.83,285,1343.86555618,583680,477,0.001,0.009260552003979683,1.0,0.9925923212431371,0.2968258559703827,284,0.0559588223695755,0.8055055862292647
1226,436.32,286,1340.92272457,585728,477,0.001,0.009048010222613811,1.0,0.9956612032838166,0.29618069529533386,285,0.0369403176009655,1.7647807069122792
1229,441.98,287,1358.3850115499997,587776,477,0.001,0.008413772098720074,1.0,0.9980797253083438,0.29778680205345154,286,0.06196827068924904,0.9234015258029104
1234,446.17,288,1368.8042049799997,589824,477,0.001,0.008474210277199745,1.0,0.9978516350965947,0.29669252038002014,287,0.04649394378066063,1.092003083229065
1237,452.57,289,1387.4690090099998,591872,478,0.001,0.006348688621073961,1.0,0.9556624740362167,0.297753244638443,288,0.044580720365047455,6.9837549772113565
1242,455.9,290,1395.5291665099999,593920,478,0.001,0.007963334210216999,1.0,0.9922402841039002,0.29712191224098206,289,0.1776714026927948,3.821552723646164
1245,458.39,291,1401.37789866,595968,478,0.001,0.008872163482010365,1.0,0.9817721359431744,0.2955663204193115,290,0.020228927955031395,3.906922707334161
1250,453.98,292,1389.1227968399999,598016,478,0.001,0.0062980628572404385,1.0,0.9971700930036604,0.297105073928833,291,0.04773393273353577,2.2569415528327226
1253,459.62,293,1405.7820190400003,600064,478,0.001,0.008986813016235828,1.0,0.997642763890326,0.29653945565223694,292,0.06585093587636948,2.9639905393123627
1260,460.26,294,1407.08221101,602112,477,0.001,0.006303818430751562,1.0,0.996794325998053,0.29604682326316833,293,0.056734900921583176,1.8325274292379619
1265,462.08,295,1413.19586481,604160,477,0.001,0.009198778308928013,1.0,0.9946621088311076,0.29092690348625183,294,0.06064605340361595,0.6059901863336563
1269,463.23,296,1413.9273229999997,606208,477,0.001,0.008831742219626904,1.0,0.9977744985371828,0.29008498787879944,295,0.03279557079076767,0.8395456632599234
1274,464.77,297,1419.7316581200002,608256,477,0.001,0.00952971912920475,1.0,0.9933139928616583,0.2912120521068573,296,0.062297943979501724,0.974570506438613
1278,451.86,298,1380.3114177800003,610304,477,0.001,0.009592054411768913,1.0,0.9958655736409128,0.29004403948783875,297,0.06705357879400253,1.897546161338687
1284,448.0,299,1370.4237892200001,612352,476,0.001,0.008787808008491993,1.0,0.9463004693388939,0.2882469892501831,298,0.04327132925391197,191.9256922006607
1289,446.14,300,1367.8605697399998,614400,476,0.001,0.009670190513134003,1.0,0.9962032542098314,0.2868177592754364,299,0.05723217502236366,8.094920709729195
1295,440.54,301,1352.0756143799997,616448,475,0.001,0.009228886105120182,1.0,0.9979654208291322,0.2858579456806183,300,0.06532435864210129,5.08336541429162
1299,425.48,302,1307.14712795,618496,475,0.001,0.009120694361627102,1.0,0.9982071764534339,0.28584158420562744,301,0.0699453204870224,5.396426543593407
1304,425.04,303,1307.48530111,620544,475,0.001,0.009420190006494522,1.0,0.9979583651293069,0.2847370207309723,302,0.06006428599357605,6.448985727131367
1307,416.05,304,1282.32868537,622592,476,0.001,0.009601411409676075,1.0,0.9978032223880291,0.2849452793598175,303,0.06120089441537857,5.041709507256746
1312,408.6,305,1263.1812686399999,624640,475,0.001,0.00904929731041193,1.0,0.9984600538155064,0.28446856141090393,304,0.06342031806707382,3.9518284879624845
1316,394.05,306,1223.15654003,626688,475,0.001,0.009337708353996277,1.0,0.9980331058613956,0.28528690338134766,305,0.06855928897857666,5.479302975535393
1320,377.19,307,1177.49997568,628736,476,0.001,0.009625567123293877,1.0,0.9981050360947847,0.28378692269325256,306,0.06286338716745377,6.246930342912674
1324,370.83,308,1162.64630308,630784,476,0.001,0.009513444267213345,1.0,0.9986022881930694,0.28157901763916016,307,0.05660141259431839,4.724641041457653
1327,362.82,309,1141.8911841599997,632832,476,0.001,0.009153381921350956,1.0,0.9988537455210462,0.2805638015270233,308,0.05839734897017479,3.9797759957611563
1333,361.81,310,1142.3641869199998,634880,476,0.001,0.009686852805316448,1.0,0.9988225112902,0.28057125210762024,309,0.06284350901842117,3.6070925503969193
1336,360.79,311,1140.1648308600002,636928,476,0.001,0.009175731800496578,1.0,0.9988115838496014,0.27962085604667664,310,0.08618535101413727,3.6844074741005897
1341,357.32,312,1131.51594078,638976,476,0.001,0.009691583923995495,1.0,0.9983131394255906,0.2790563404560089,311,0.06389779597520828,2.57518828175962
1344,353.72,313,1123.48053291,641024,476,0.001,0.009340789169073105,1.0,0.9984461395069957,0.2784994840621948,312,0.060917362570762634,2.9698709189891814
1350,348.94,314,1111.41095864,643072,476,0.001,0.009737753309309483,1.0,0.999072224192787,0.27677246928215027,313,0.0872543677687645,2.5548939153552057
1355,360.88,315,1149.57385242,645120,476,0.001,0.009424923919141293,1.0,0.9992153664934449,0.2749260663986206,314,0.04902268573641777,2.0367517448961734
1358,363.24,316,1156.5020482500001,647168,476,0.001,0.009563140571117401,1.0,0.99865454249084,0.2719157338142395,315,0.05498287081718445,2.1763371668756006
1365,365.36,317,1163.20709826,649216,475,0.001,0.009447571821510792,1.0,0.9983439608477056,0.270517498254776,316,0.0670207068324089,2.545510111004114
1368,371.19,318,1179.88168786,651264,475,0.001,0.0099927494302392,1.0,0.9986683430615813,0.2686729431152344,317,0.053788211196660995,2.3142915394157173
1374,373.99,319,1189.94366049,653312,475,0.001,0.006706921849399805,1.0,0.9967269874177873,0.2693943679332733,318,0.2240431159734726,1.486305944621563
1378,377.95,320,1203.9929713899999,655360,475,0.001,0.00986501481384039,1.0,0.9985304719302803,0.268606573343277,319,0.06756450235843658,3.3264215141534805
1384,380.84,321,1213.7500943399998,657408,474,0.001,0.0097249336540699,1.0,0.9987417745869607,0.26900991797447205,320,0.07419797033071518,3.168412688374519
1387,385.21,322,1228.11150013,659456,475,0.001,0.00971063319593668,1.0,0.9990621698671021,0.2692876160144806,321,0.0759606882929802,2.228731175139546
1392,385.18,323,1227.80328985,661504,475,0.001,0.009540785104036331,1.0,0.9991846247576177,0.26901164650917053,322,0.048301417380571365,2.1500843659043314
1395,391.05,324,1243.50269194,663552,475,0.001,0.009283412247896194,1.0,0.9986400459893048,0.2663883864879608,323,0.050387196242809296,2.073963877931237
1400,398.71,325,1264.08085213,665600,475,0.001,0.009206941351294518,1.0,0.9959888756275177,0.2650153934955597,324,0.052451957017183304,2.713342544063926
1404,407.75,326,1292.1804180000001,667648,475,0.001,0.009564370848238468,1.0,0.993381442502141,0.26490819454193115,325,0.06147059425711632,1.304880777746439
1408,416.23,327,1317.4877638200005,669696,475,0.001,0.008967656642198563,1.0,0.9983820294728503,0.26185157895088196,326,0.05474625155329704,2.9790665838867425
1414,424.61,328,1341.89918465,671744,474,0.001,0.009852366521954536,1.0,0.9986427562544122,0.2619677484035492,327,0.06065356731414795,1.8289575360715389
1418,429.16,329,1354.4012681600004,673792,475,0.001,0.006389042362570763,1.0,0.9984566882485524,0.2608455419540405,328,0.05402037501335144,1.499837590381503
1422,435.06,330,1372.9898889900003,675840,474,0.001,0.00980755127966404,1.0,0.998937962227501,0.26012250781059265,329,0.07156839966773987,1.5116385959088803
1426,438.46,331,1382.7175180999998,677888,475,0.001,0.009898420423269272,1.0,0.998583703301847,0.26051995158195496,330,0.06701309233903885,1.701449630409479
1432,440.25,332,1386.4368611700002,679936,474,0.001,0.009610619395971298,1.0,0.9986296222778037,0.25946927070617676,331,0.05355242267251015,1.0292919103056193
1436,442.18,333,1391.1740728700004,681984,474,0.001,0.009333341382443905,1.0,0.9991105599328876,0.2594333589076996,332,0.05372248589992523,1.8079395409673453
1440,440.22,334,1386.24955276,684032,474,0.001,0.006422765552997589,1.0,0.9991909326054156,0.25888821482658386,333,0.06741419434547424,1.088989632204175
1445,437.13,335,1377.7732136099999,686080,474,0.001,0.00903554167598486,1.0,0.9992098527727649,0.2574523985385895,334,0.04736914485692978,1.6845348361879586
1450,437.23,336,1378.40816859,688128,474,0.001,0.009504633024334908,1.0,0.9988108430989087,0.2575627267360687,335,0.062411051243543625,2.980228678509593
1453,437.12,337,1377.4359494399998,690176,474,0.001,0.009042046964168549,1.0,0.9988997777691111,0.25679829716682434,336,0.11980950832366943,1.2431408647447824
1458,438.08,338,1379.3709994999997,692224,474,0.001,0.009185460396111012,1.0,0.9991469267406501,0.25764161348342896,337,0.06136967986822128,1.9758730039000512
1462,438.89,339,1378.15379714,694272,474,0.001,0.009067107923328876,1.0,0.9979061977937818,0.2591233253479004,338,0.04554535821080208,1.635400539264083
1467,439.37,340,1378.2778557800002,696320,474,0.001,0.009723798371851444,1.0,0.9931934853084385,0.25802385807037354,339,0.05966044217348099,0.7730762504041195
1470,440.69,341,1381.3419878500001,698368,475,0.001,0.009038935415446758,1.0,0.9992489872965962,0.25675615668296814,340,0.06703376770019531,1.2365399487316608
1476,443.95,342,1390.7145106299995,700416,474,0.001,0.009275955148041248,1.0,0.999405512935482,0.25754639506340027,341,0.06733078509569168,1.4495445515960454
1479,447.26,343,1401.0385424899996,702464,474,0.001,0.00940204132348299,1.0,0.9992029055720195,0.2578478753566742,342,0.06616705656051636,1.7130618374794722
1483,442.0,344,1384.6226722,704512,474,0.001,0.009539046324789524,1.0,0.9990602795151062,0.2572524845600128,343,0.04519781470298767,2.342718981578946
1487,441.13,345,1384.0850836099999,706560,475,0.001,0.009208019822835922,1.0,0.9982829431537539,0.2559836804866791,344,0.054874517023563385,3.6728399440646173
1493,438.83,346,1380.1267301499997,708608,474,0.001,0.009412025101482868,1.0,0.9990319320932031,0.2552946209907532,345,0.06259794533252716,1.971209877356887
1496,435.11,347,1368.5897405799997,710656,474,0.001,0.006397488992661238,1.0,0.998053279123269,0.2550079822540283,346,0.04443468153476715,3.0720573123544455
1501,431.8,348,1358.98040086,712704,474,0.001,0.009486934170126915,1.0,0.9982016157591715,0.25515803694725037,347,0.057286497205495834,5.1814392626285555
1504,430.66,349,1354.80712701,714752,474,0.001,0.00924710463732481,1.0,0.9983987536979839,0.2562366724014282,348,0.05924331024289131,3.0395236514508723
1509,424.97,350,1338.4714578399999,716800,474,0.001,0.009641752578318119,1.0,0.9984102527378127,0.2556573152542114,349,0.07817286252975464,2.4082603968679903
1513,424.1,351,1332.84796379,718848,475,0.001,0.009409277699887753,1.0,0.9952361593022943,0.2559231221675873,350,0.053479596972465515,9.152917236089706
1517,418.37,352,1314.29802995,720896,474,0.001,0.009615203365683556,1.0,0.9979947025422007,0.25606510043144226,351,0.06554126739501953,1.7909643050283193
1521,412.33,353,1296.9123492200001,722944,475,0.001,0.009738312102854252,1.0,0.9966383145656437,0.25598815083503723,352,0.054677046835422516,7.4710988536477085
1525,414.12,354,1299.9513681700003,724992,475,0.001,0.009408329613506794,1.0,0.9967708950862288,0.2544507682323456,353,0.06618094444274902,8.248500956594944
1529,419.09,355,1313.5219083699997,727040,475,0.001,0.009535779245197773,1.0,0.9973605014383793,0.2517993748188019,354,0.06264788657426834,4.333113583922386
1534,418.95,356,1312.88553785,729088,475,0.001,0.009416470304131508,1.0,0.998074188362807,0.2514478266239166,355,0.05610312893986702,2.257593693956733
1537,420.44,357,1316.15096074,731136,475,0.001,0.006513524334877729,1.0,0.9980542436242104,0.2513469457626343,356,0.05503098666667938,2.7655007604509594
1543,421.61,358,1317.1511385499998,733184,475,0.001,0.006542499642819166,1.0,0.9968158102128655,0.25101861357688904,357,0.15508978068828583,2.5679963059723376
1546,419.44,359,1313.28551746,735232,475,0.001,0.009239389561116695,1.0,0.9982667642179877,0.2510257661342621,358,0.06292922049760818,1.7220313891768455
1551,416.05,360,1304.39838949,737280,475,0.001,0.009396407753229141,1.0,0.9975363193079829,0.24963848292827606,359,0.0624723955988884,2.9515564680099486
1555,414.77,361,1299.7900398000002,739328,475,0.001,0.009558952413499355,1.0,0.9988557409960777,0.2501256763935089,360,0.060415543615818024,2.079708855971694
1559,415.08,362,1297.7205828,741376,475,0.001,0.0098780058324337,1.0,0.998509643948637,0.2499086856842041,361,0.09194739162921906,1.9249069083482027
1562,414.32,363,1293.2781179500003,743424,475,0.001,0.009591958485543728,1.0,0.9955002418719232,0.24850021302700043,362,0.054341163486242294,4.038277373090386
1568,416.73,364,1299.19172406,745472,475,0.001,0.009732660837471485,1.0,0.9972093899268657,0.24804137647151947,363,0.07041297852993011,3.0736880261451005
1572,421.46,365,1313.1325644800004,747520,475,0.001,0.009305434301495552,1.0,0.9983283107867464,0.24699805676937103,364,0.07755719870328903,2.4514579236507417
1577,423.5,366,1317.6575180000002,749568,475,0.001,0.009723378345370293,1.0,0.998851991025731,0.2438347339630127,365,0.06403588503599167,2.071563084423542
1580,425.4,367,1321.02606497,751616,475,0.001,0.009515753947198391,1.0,0.9987704391824082,0.24286264181137085,366,0.20905141532421112,1.450101137906313
1585,427.87,368,1328.5414547399998,753664,475,0.001,0.009435898624360561,1.0,0.9987790888408199,0.24209366738796234,367,0.10303226113319397,1.5606722928583623
1589,425.32,369,1321.7716463499999,755712,475,0.001,0.0063699036836624146,1.0,0.9973877265583724,0.24192439019680023,368,0.04042927175760269,5.863864774256944
1592,426.91,370,1324.02682171,757760,475,0.001,0.009197556413710117,1.0,0.9977048358414322,0.2427135705947876,369,0.08360271900892258,4.055310718715191
1597,426.92,371,1323.90274479,759808,475,0.001,0.009644318372011185,1.0,0.996771639212966,0.24136054515838623,370,0.057141825556755066,3.361750818043947
1600,428.77,372,1326.9024833499998,761856,475,0.001,0.009929748252034187,1.0,0.9977651378139853,0.2404189258813858,371,0.09897635877132416,4.468415054678917
1604,434.87,373,1345.7988200300001,763904,475,0.001,0.009743030183017254,1.0,0.9837675131857395,0.2391601800918579,372,0.058678608387708664,2.0000548966228964
1609,437.2,374,1353.86176048,765952,475,0.001,0.009611813351511955,1.0,0.9974471665918827,0.24046821892261505,373,0.06898906826972961,1.9354470759630202
1612,440.2,375,1363.8052420400002,768000,476,0.001,0.009469792246818542,1.0,0.9971010629087687,0.2393174171447754,374,0.062180180102586746,2.691120432317257
1618,440.61,376,1365.9518617200001,770048,475,0.001,0.009136464446783066,1.0,0.9980528934393078,0.23910999298095703,375,0.06257269531488419,1.6748744111508131
1623,438.97,377,1362.3904708000002,772096,475,0.001,0.009310499764978886,1.0,0.9987130768131465,0.24031662940979004,376,0.062241241335868835,1.4032725995406508
1626,436.97,378,1357.25469104,774144,475,0.001,0.006362650077790022,1.0,0.9991533237043768,0.23974163830280304,377,0.05048679560422897,1.2230976589024067
1632,433.85,379,1349.84528435,776192,475,0.001,0.006404556334018707,1.0,0.9987294274615124,0.2397110015153885,378,0.061768680810928345,2.1976644318550824
1635,427.85,380,1334.0991023499998,778240,475,0.001,0.009903092868626118,1.0,0.9980853887973353,0.23997628688812256,379,0.09999723732471466,4.801769575476646
1641,422.67,381,1320.82536673,780288,475,0.001,0.00640343502163887,1.0,0.9987232871353626,0.2392960637807846,380,0.04885782673954964,3.7818568758666515
1644,422.72,382,1320.9125956100002,782336,475,0.001,0.009845671243965626,1.0,0.998487371718511,0.23921523988246918,381,0.07437156140804291,4.828273466974497
1650,423.5,383,1324.93573415,784384,475,0.001,0.009123866446316242,1.0,0.997462852858007,0.2399231195449829,382,0.06771592050790787,2.7158199675381183
1654,422.44,384,1323.0886233200001,786432,475,0.001,0.009703283198177814,1.0,0.9982131200376898,0.24016939103603363,383,0.06820210814476013,3.7695693455636503
1659,422.02,385,1324.1581339199997,788480,475,0.001,0.009127545170485973,1.0,0.9987993333488703,0.24013827741146088,384,0.056189216673374176,1.7404554693028331
1662,422.05,386,1324.14994828,790528,475,0.001,0.009358367882668972,1.0,0.9986760043539107,0.24037711322307587,385,0.09113255143165588,2.7810036092996597
1668,422.36,387,1327.8522797500002,792576,474,0.001,0.006705678533762693,1.0,0.9983265071641654,0.2396596521139145,386,0.055317338556051254,3.36134445592761
1672,421.61,388,1327.9339519300001,794624,475,0.001,0.00930627342313528,1.0,0.9986211014911532,0.23922067880630493,387,0.07538220286369324,3.4564901165664197
1676,422.73,389,1333.62221101,796672,475,0.001,0.009401175193488598,1.0,0.9985677524236962,0.24025578796863556,388,0.06271438300609589,2.9008862927556036
1680,424.0,390,1338.5376147700001,798720,475,0.001,0.006529813166707754,1.0,0.9987322391243652,0.23984263837337494,389,0.052201367914676666,4.11099199578166
1684,426.21,391,1346.89668278,800768,475,0.001,0.0065865651704370975,1.0,0.9984123846516013,0.2392202466726303,390,0.04194997623562813,2.0835978969931603
1687,428.15,392,1353.0000566799997,802816,475,0.001,0.009591287933290005,1.0,0.9985735575901344,0.23945488035678864,391,0.15051168203353882,1.5795308601111173
1691,422.05,393,1337.0192815900002,804864,475,0.001,0.009724562056362629,1.0,0.9987862568814307,0.23911039531230927,392,0.06749993562698364,1.5326079357415439
1696,418.95,394,1329.6377564000002,806912,475,0.001,0.009511190466582775,1.0,0.9968708890955895,0.2389266937971115,393,0.12521380186080933,3.317879003286362
1699,418.93,395,1327.32558013,808960,475,0.001,0.00971769355237484,1.0,0.9981912696966901,0.23886531591415405,394,0.06018052250146866,4.4696985967457294
1704,418.93,396,1327.5734818600001,811008,475,0.001,0.009354937821626663,1.0,0.9979282943531871,0.23876340687274933,395,0.15730343759059906,1.9024825632572173
1708,419.68,397,1329.53246396,813056,475,0.001,0.009540476836264133,1.0,0.9968493508640677,0.23878790438175201,396,0.06979922950267792,0.8368519442155957
1712,415.9,398,1320.8414099800002,815104,475,0.001,0.0066225347109138966,1.0,0.9981609790120274,0.23904049396514893,397,0.07223710417747498,4.100237343460321
1716,420.04,399,1330.6085773400002,817152,476,0.001,0.009588667191565037,1.0,0.998061457532458,0.2389679104089737,398,0.07525140047073364,4.1659771502017975
1721,420.97,400,1330.85710938,819200,475,0.001,0.009797930717468262,1.0,0.9957313151098788,0.23941773176193237,399,0.06329154223203659,2.0495606794953347
1725,423.76,401,1337.70289262,821248,475,0.001,0.009991814382374287,1.0,0.9978302945382893,0.23865580558776855,400,0.06627356261014938,2.767632182687521
1729,430.12,402,1355.41250421,823296,475,0.001,0.009702799841761589,1.0,0.9979713391512632,0.23816752433776855,401,0.06408164650201797,2.6033373042941093
1733,428.63,403,1351.90443566,825344,476,0.001,0.009728376753628254,1.0,0.9967988759744912,0.23809705674648285,402,0.06945540010929108,1.5380123723298311
1739,430.29,404,1357.78070435,827392,475,0.001,0.009395354427397251,1.0,0.9971030924934894,0.23730675876140594,403,0.07534081488847733,3.5138088405132293
1742,431.85,405,1361.5590587899994,829440,475,0.001,0.0097124008461833,1.0,0.9976312315557152,0.23726613819599152,404,0.07180535048246384,4.136360297352075
1747,433.1,406,1364.4469981599998,831488,475,0.001,0.009236527606844902,1.0,0.9953093468211591,0.23662026226520538,405,0.06095177307724953,1.9098557207733393
1751,433.47,407,1365.08544843,833536,475,0.001,0.00946307647973299,1.0,0.9984656621236354,0.23633360862731934,406,0.07100705057382584,1.9155487906187774
1757,429.52,408,1352.7213682899999,835584,475,0.001,0.009395136497914791,1.0,0.9988529131514952,0.23574668169021606,407,0.05167841166257858,1.6862440943717956
1760,429.58,409,1351.64698352,837632,475,0.001,0.009397216141223907,1.0,0.999000177020207,0.2347819060087204,408,0.06148666515946388,2.4949120301753283
1764,426.93,410,1341.5885721799998,839680,475,0.001,0.006470018997788429,1.0,0.9961753599345684,0.23503457009792328,409,0.05677696689963341,3.5491533100605013
1768,426.4,411,1336.49230916,841728,475,0.001,0.009530053474009037,1.0,0.9969205711968243,0.2352839559316635,410,0.04480491951107979,10.11659294962883
1772,423.17,412,1329.3232624,843776,476,0.001,0.006424944382160902,1.0,0.9943575984798372,0.23519732058048248,411,0.09956418722867966,2.9468712765723466
1778,417.37,413,1313.8089984,845824,475,0.001,0.006610141601413488,1.0,0.9945234465412796,0.2350807934999466,412,0.048081208020448685,3.735428984090686
1782,419.3,414,1322.89161162,847872,475,0.001,0.009373201988637447,1.0,0.9973313307855278,0.23454593122005463,413,0.057591408491134644,4.852173724025488
1785,421.8,415,1330.8412514400002,849920,475,0.001,0.008712944574654102,1.0,0.998264208319597,0.23463065922260284,414,0.05087418854236603,5.242247560620308
1790,421.8,416,1331.4566674000002,851968,475,0.001,0.00991499237716198,1.0,0.998356573167257,0.2335752695798874,415,0.06214169040322304,3.0662203639745713
1796,417.37,417,1315.9545301499998,854016,475,0.001,0.006326634436845779,1.0,0.9957005809992552,0.23430781066417694,416,0.09399480372667313,1.5107905022799968
1800,422.01,418,1330.1883891599998,856064,475,0.001,0.009389546699821949,1.0,0.9519133009016514,0.23406410217285156,417,0.0504152849316597,74.57985143363476
1804,421.3,419,1328.2508435299999,858112,475,0.001,0.009769835509359837,1.0,0.9964303036686033,0.23403137922286987,418,0.0645228922367096,6.682446922361851
1808,419.76,420,1326.5138250999996,860160,475,0.001,0.009749313816428185,1.0,0.996885190717876,0.23424984514713287,419,0.180421382188797,4.463282898813486
1813,423.82,421,1339.26277295,862208,475,0.001,0.009197572246193886,1.0,0.9986048266291618,0.2347766011953354,420,0.25042617321014404,1.6553874522447587
1817,425.63,422,1345.9654182099998,864256,475,0.001,0.006434671580791473,1.0,0.9968482903204858,0.23447614908218384,421,0.05776044726371765,0.989944170974195
1822,428.15,423,1354.6595856699998,866304,475,0.001,0.00966152548789978,1.0,0.9987014384241775,0.23415832221508026,422,0.06457163393497467,2.0188628494739533
1826,425.05,424,1343.6976592099998,868352,475,0.001,0.006704118102788925,1.0,0.998366866610013,0.23380418121814728,423,0.05943158268928528,2.0876114197075366
1831,423.82,425,1338.1961258999997,870400,475,0.001,0.006701003760099411,1.0,0.9964162996038795,0.23401057720184326,424,0.05641772598028183,5.333116912841797
1835,420.04,426,1328.76431255,872448,475,0.001,0.00956716388463974,1.0,0.9983202988514677,0.2341378778219223,425,0.05489281564950943,3.1064959071576594
1839,420.11,427,1327.21654753,874496,475,0.001,0.006518434267491102,1.0,0.9978027092292905,0.23400549590587616,426,0.07452674210071564,3.750080665946007
1843,422.08,428,1331.1945094299997,876544,475,0.001,0.009897184558212757,1.0,0.9972440022975206,0.23470646142959595,427,0.09385091066360474,2.4725996267050503
1849,424.01,429,1334.3872018799998,878592,475,0.001,0.009565706364810467,1.0,0.9923473023809493,0.23426423966884613,428,0.06385715305805206,0.8291518431156873
1852,424.95,430,1338.42211547,880640,475,0.001,0.009802251122891903,1.0,0.9950716975145042,0.23403377830982208,429,0.06356824189424515,3.847041232138872
1857,433.39,431,1361.8012670599999,882688,475,0.001,0.009578206576406956,1.0,0.9977266995701939,0.23433704674243927,430,0.057500384747982025,3.132411340624094
1860,433.85,432,1362.8633883,884736,475,0.001,0.009690298698842525,1.0,0.9985602059168741,0.2343149334192276,431,0.07173439860343933,1.7118183393031359
1865,437.87,433,1371.2492616000004,886784,475,0.001,0.008725457824766636,1.0,0.9973063140641898,0.23473237454891205,432,0.05631086975336075,1.8490497034043074
1870,438.33,434,1371.4303592900003,888832,475,0.001,0.00961387250572443,1.0,0.9902809942141175,0.23391766846179962,433,0.0709548220038414,1.2021295677870512
1873,441.49,435,1378.19245303,890880,475,0.001,0.009696333669126034,1.0,0.9975312885362655,0.23399078845977783,434,0.07187361270189285,2.9710450138896705
1878,447.34,436,1394.7290685199996,892928,475,0.001,0.009864255785942078,1.0,0.9975507801864296,0.2341306358575821,435,0.09410341084003448,2.786529701948166
1881,448.32,437,1397.7368720700001,894976,475,0.001,0.00977395661175251,1.0,0.9987834300845861,0.23430182039737701,436,0.0559956356883049,1.4977029986679553
1885,445.3,438,1388.9242388399998,897024,475,0.001,0.009392130188643932,1.0,0.9988144172821194,0.2342577427625656,437,0.054057084023952484,1.6800061665475368
1889,449.5,439,1402.5911932200002,899072,475,0.001,0.009593900293111801,1.0,0.9988770444178954,0.23404406011104584,438,0.06830593198537827,2.1692113764584064
1893,446.58,440,1393.08511787,901120,475,0.001,0.0093203941360116,1.0,0.9986805350054055,0.2331804633140564,439,0.04980476200580597,1.7220933612436056
1897,446.96,441,1395.32656214,903168,476,0.001,0.009490574710071087,1.0,0.9988890619715676,0.23258145153522491,440,0.08420197665691376,2.4660239785909654
1903,448.5,442,1396.89403436,905216,475,0.001,0.009131952188909054,1.0,0.9985619687940925,0.23162269592285156,441,0.06116790324449539,4.331103023886681
1907,440.7,443,1373.1440563300005,907264,475,0.001,0.009493700228631496,1.0,0.9887027647346258,0.23156523704528809,442,0.0449671596288681,1.2566303174942732
1912,444.46,444,1381.0592337599999,909312,475,0.001,0.0063897594809532166,1.0,0.9982344874879345,0.2309587448835373,443,0.04892653226852417,3.256750912219286
