rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,train/std,train/clip_range,train/learning_rate,train/value_loss,train/approx_kl,train/n_updates,train/loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/policy_gradient_loss
805.8213375099999,227328,4490,249.66,50,111,0.6118355393409729,0.2,0.0005,54.207706248760225,0.023888076,1100,9.521970748901367,0.26962890625,0.9816674664616585,-2.7542522996664047,-0.00885349843010772
814.3669459399998,229376,4532,252.01,50,112,0.6127738356590271,0.2,0.0005,372.31266651153567,0.010975258,1110,58.10425567626953,0.1318359375,0.8670228272676468,-2.7556582540273666,-0.007041604813275626
823.32868044,231424,4567,254.92,50,113,0.6088789105415344,0.2,0.0005,355.2206265807152,0.0116760265,1120,143.87493896484375,0.111572265625,0.8854086920619011,-2.7512019738554954,-0.006172460502421017
841.69556526,233472,4613,262.06,50,114,0.6107580065727234,0.2,0.0005,384.47393238544464,0.0134650245,1130,90.4123306274414,0.14375,0.8815810978412628,-2.7477058462798594,-0.0077623209341254554
862.2184143700001,235520,4659,267.79,50,115,0.6122934222221375,0.2,0.0005,1462.4827207565309,0.007834468,1140,726.4714965820312,0.07470703125,0.37178993225097656,-2.754543922841549,-0.008061123263905757
872.3383655000001,237568,4707,271.35,50,116,0.6082532405853271,0.2,0.0005,173.68114246129988,0.026708424,1150,69.14044952392578,0.193505859375,0.9195253103971481,-2.750477497279644,0.00028090101477573626
874.1009392600001,239616,4752,273.33,50,117,0.5967101454734802,0.2,0.0005,58.175947815179825,0.026466692,1160,13.049687385559082,0.24501953125,0.9374084547162056,-2.7142362609505652,-0.0026327056504669598
897.57175331,241664,4790,277.62,50,118,0.5964829325675964,0.2,0.0005,2383.919061088562,0.007118913,1170,925.503662109375,0.121240234375,0.4528467059135437,-2.6823824562132357,-0.002695310905983206
922.3738930900003,243712,4832,285.94,50,119,0.5954390168190002,0.2,0.0005,125.66854454278946,0.016213879,1180,36.26527786254883,0.163037109375,0.920548677444458,-2.677918553352356,-0.01041098150453763
941.0104205900002,245760,4879,293.39,50,120,0.5943456292152405,0.2,0.0005,426.7104749441147,0.009094052,1190,226.95008850097656,0.08994140625,0.836435079574585,-2.675446981191635,-0.0067104537738487124
966.16078259,247808,4920,298.91,50,121,0.5939366221427917,0.2,0.0005,1160.4436547279358,0.014890887,1200,278.38494873046875,0.1314453125,0.2161991000175476,-2.667408162355423,-0.007252525903459173
943.3787805499998,249856,4963,292.29,50,122,0.5920305848121643,0.2,0.0005,154.34769039154054,0.022669721,1210,52.39707946777344,0.1970703125,0.9079978466033936,-2.6681591108441354,-0.006419417615688872
940.73090874,251904,5003,291.26,50,123,0.5921919941902161,0.2,0.0005,699.4868997097016,0.008915018,1220,168.51268005371094,0.11982421875,0.7813455015420914,-2.6609953679144382,-0.008928789176570718
958.25114692,253952,5041,296.16,50,124,0.5892254710197449,0.2,0.0005,1502.2955533981324,0.013254793,1230,775.6080322265625,0.17119140625,0.7142769992351532,-2.6537560313940047,-0.01278219875675859
962.8974589400001,256000,5081,297.95,50,125,0.580552875995636,0.2,0.0005,105.97869001626968,0.023030566,1240,27.746837615966797,0.21962890625,0.9269815012812614,-2.620580790936947,-0.012879690581030445
981.73291264,258048,5127,302.32,50,126,0.5828661322593689,0.2,0.0005,1086.484127521515,0.009603925,1250,368.5262451171875,0.15263671875,0.7097103297710419,-2.606883978843689,-0.005552549971616827
988.1665403200001,260096,5170,304.21,50,127,0.5811035633087158,0.2,0.0005,42.34343312978744,0.02760762,1260,19.438922882080078,0.27978515625,0.9764124602079391,-2.608533341437578,-0.0021168565450352616
995.9316300000002,262144,5199,305.83,50,128,0.580737292766571,0.2,0.0005,423.6806049585342,0.010143526,1270,235.01734924316406,0.13798828125,0.8911393582820892,-2.6044554829597475,-0.003542816117987968
990.3919398200001,264192,5238,303.5,50,129,0.5823528170585632,0.2,0.0005,40.02299111783505,0.023902647,1280,13.440790176391602,0.231005859375,0.9854981638491154,-2.6080795131623744,-0.008630671870196237
992.4598598499999,266240,5279,304.98,50,130,0.5839468836784363,0.2,0.0005,581.5847631931305,0.0074632973,1290,168.49974060058594,0.073876953125,0.8038763403892517,-2.6133875489234923,-0.007936187261657323
986.21743816,268288,5316,304.02,50,131,0.5842990875244141,0.2,0.0005,503.83938603401185,0.01016433,1300,131.56797790527344,0.0982421875,0.7429521977901459,-2.6181387074291704,-0.007652654543198878
1003.3833895500003,270336,5358,306.8,50,132,0.5827661156654358,0.2,0.0005,980.5438552379608,0.012095078,1310,251.27438354492188,0.122607421875,0.6758528649806976,-2.6193251982331276,-0.005498966009326978
1016.3576719000002,272384,5402,309.99,50,133,0.5784821510314941,0.2,0.0005,84.6332949578762,0.018755218,1320,22.420791625976562,0.25556640625,0.9420933313667774,-2.597348277270794,-0.0018824597675120458
999.4983733500001,274432,5437,302.52,50,134,0.5741930603981018,0.2,0.0005,655.2891718387604,0.010105977,1330,433.4716491699219,0.150244140625,0.8532186895608902,-2.584810581803322,-0.012216438993345947
973.5087006299999,276480,5473,294.13,50,135,0.5788084864616394,0.2,0.0005,894.9265560150146,0.013314081,1340,392.5352783203125,0.135107421875,0.8252747058868408,-2.587210875749588,-0.006883095799275906
969.66207777,278528,5519,292.64,50,136,0.5807355046272278,0.2,0.0005,1529.8148379325867,0.010753116,1350,591.6967163085938,0.12021484375,0.7210536003112793,-2.6010029919445516,-0.00930677977448795
967.1912748999998,280576,5566,292.02,50,137,0.575554609298706,0.2,0.0005,122.22488977909089,0.016524535,1360,61.83952713012695,0.17275390625,0.9419784769415855,-2.5881061650812627,-0.00916880434815539
966.05654522,282624,5607,292.09,50,138,0.5757349133491516,0.2,0.0005,879.3911998271942,0.0121006975,1370,159.89166259765625,0.13330078125,0.8305356055498123,-2.577106963098049,-0.006053335337492171
969.4862742299998,284672,5648,293.79,50,139,0.5735095143318176,0.2,0.0005,2745.575729560852,0.008127334,1380,1410.2230224609375,0.083447265625,0.4453100562095642,-2.5704232953488826,-0.010063740814803167
