rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,train/std,train/clip_range,train/learning_rate,train/value_loss,train/approx_kl,train/n_updates,train/loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/policy_gradient_loss
15.494651339999995,2048,2,20.4,998,1,,,,,,,,,,,
25.58457674,4096,43,24.91,95,2,0.9966616034507751,0.2,0.0005,123.05375584959984,0.01145251,10,39.39026641845703,0.1681640625,-0.01884305477142334,-4.2504104524850845,-0.018767790553101803
36.534950630000004,6144,85,30.1,71,3,0.9829180836677551,0.2,0.0005,440.37627573013305,0.012626624,20,139.281982421875,0.137255859375,0.152210533618927,-4.226464731991291,-0.017361039938987233
54.43881277,8192,122,39.1,66,4,0.9731759428977966,0.2,0.0005,466.5847345352173,0.012360577,30,229.72161865234375,0.13779296875,0.1713138222694397,-4.189190338551998,-0.017673298342560883
76.60197144,10240,161,49.27,63,5,0.9579998850822449,0.2,0.0005,633.8024205207824,0.013191508,40,330.14495849609375,0.13056640625,0.0953863263130188,-4.150382967293263,-0.016387333643797318
102.47348719,12288,190,59.83,64,6,0.9594249725341797,0.2,0.0005,927.4318760871887,0.0070870966,50,389.3169250488281,0.069873046875,0.04193812608718872,-4.128828451037407,-0.00966739809664432
118.53873348000003,14336,230,65.45,62,7,0.9553913474082947,0.2,0.0005,882.4871376037597,0.007930476,60,398.7188720703125,0.09521484375,0.05664634704589844,-4.1241203740239145,-0.012424124142853543
135.9012599,16384,265,72.63,61,8,0.9504604339599609,0.2,0.0005,730.1052577018738,0.0065337173,70,348.7497863769531,0.083056640625,0.20787197351455688,-4.109609477221966,-0.010557699337368831
152.0657027,18432,312,79.02,58,9,0.9472175240516663,0.2,0.0005,722.3788143157959,0.004884041,80,416.4913330078125,0.044482421875,0.41527503728866577,-4.097579635679722,-0.00704981476883404
164.99135880000003,20480,359,85.48,56,10,0.9451424479484558,0.2,0.0005,568.0457434654236,0.007031465,90,258.56768798828125,0.057421875,0.5199230313301086,-4.08938652575016,-0.00680469196595368
185.02969033999997,22528,404,94.36,55,11,0.9354092478752136,0.2,0.0005,523.8320167541503,0.00822216,100,191.22804260253906,0.072705078125,0.4947483539581299,-4.06908298432827,-0.009058740171167302
191.30974197,24576,437,96.86,56,12,0.9254012703895569,0.2,0.0005,341.71297535896304,0.007639301,110,123.04694366455078,0.076513671875,0.7936748415231705,-4.039828099310398,-0.007773197999631521
202.51380550000002,26624,480,101.52,55,13,0.9244816899299622,0.2,0.0005,553.0392050266266,0.0068640914,120,221.89251708984375,0.094873046875,0.5559543967247009,-4.01817824691534,-0.01001176991412649
207.45822743,28672,518,102.87,55,14,0.9174820780754089,0.2,0.0005,120.92074191570282,0.010392237,130,26.045061111450195,0.1087890625,0.9021488949656487,-4.0063207231462,-0.010282539925538004
215.16012089,30720,555,105.22,55,15,0.9120492935180664,0.2,0.0005,520.0518491268158,0.008530349,140,184.22024536132812,0.080908203125,0.5924130082130432,-3.986855481564999,-0.009368070755590452
219.02482260000005,32768,593,105.36,55,16,0.9209775924682617,0.2,0.0005,399.75432405471804,0.007861668,150,197.099609375,0.072119140625,0.6874706745147705,-3.9947558529675007,-0.010509895173890981
227.23270018000002,34816,641,108.39,54,17,0.9201817512512207,0.2,0.0005,408.67731757164,0.006818235,160,208.37319946289062,0.070654296875,0.7248131632804871,-4.00681438446045,-0.007083831750787794
231.49335769,36864,684,109.79,53,18,0.9135258793830872,0.2,0.0005,568.0046597480774,0.0071304333,170,308.9366760253906,0.07353515625,0.5684671401977539,-3.9924247533082964,-0.007194971483841073
237.90004199999996,38912,727,112.37,53,19,0.9033911824226379,0.2,0.0005,328.2684438228607,0.007513533,180,72.7854995727539,0.08154296875,0.7672803401947021,-3.9677046105265616,-0.008245032872946468
247.77051199,40960,774,114.91,52,20,0.8912708163261414,0.2,0.0005,251.02544355392456,0.007940415,190,105.5693130493164,0.077880859375,0.8223780691623688,-3.9276031009852885,-0.008281835718662478
256.6990544,43008,806,118.36,53,21,0.8826004862785339,0.2,0.0005,232.29060802459716,0.0077812294,200,113.3854751586914,0.097607421875,0.8381397426128387,-3.8939375154674054,-0.008182601354201324
268.74654371,45056,853,123.02,52,22,0.8709798455238342,0.2,0.0005,323.56882281303405,0.008242412,210,92.5556411743164,0.10048828125,0.7765762209892273,-3.861381698399782,-0.007972214756591711
278.44950895,47104,891,126.28,52,23,0.8850974440574646,0.2,0.0005,37.39948561191559,0.015216643,220,8.54268741607666,0.144677734375,0.9691987950354815,-3.867167439311743,-0.00731657600554172
285.82859958999995,49152,934,127.84,52,24,0.8841217160224915,0.2,0.0005,143.2100711464882,0.010277448,230,50.64822769165039,0.133056640625,0.9108814373612404,-3.8876683719456198,-0.008213006827281788
295.14091033,51200,973,130.27,52,25,0.8792346119880676,0.2,0.0005,190.2224087715149,0.010661483,240,95.78602600097656,0.105322265625,0.8694735318422318,-3.8747567243874075,-0.009513330017216503
304.42920506999997,53248,1007,134.18,52,26,0.870937168598175,0.2,0.0005,210.88022698163985,0.009056214,250,221.5611572265625,0.127783203125,0.8715692311525345,-3.850681145489216,-0.007085562538850354
306.97774483000006,55296,1044,134.98,52,27,0.85914546251297,0.2,0.0005,53.459312963485715,0.013678977,260,14.321717262268066,0.175,0.9568867199122906,-3.81482942327857,-0.011805387437925674
311.16743044000003,57344,1079,135.84,53,28,0.8589525818824768,0.2,0.0005,346.3297916173935,0.007904366,270,83.29251861572266,0.10341796875,0.7946135848760605,-3.8008786030113697,-0.0077868876811407976
312.24361287,59392,1118,136.27,53,29,0.8645538687705994,0.2,0.0005,21.223923075199128,0.015850266,280,9.559264183044434,0.166064453125,0.9805062189698219,-3.808030426502228,-0.010923261834250297
316.87318753000005,61440,1160,137.29,52,30,0.849101722240448,0.2,0.0005,275.92239130139353,0.010553129,290,238.9549560546875,0.12548828125,0.8548960089683533,-3.7889522828161715,-0.009100461480556987
320.92730756000003,63488,1198,138.81,52,31,0.8390106558799744,0.2,0.0005,16.875071303546427,0.013224132,300,5.07149600982666,0.132666015625,0.9862258993089199,-3.7500565253198146,-0.005050396700244164
321.38771852,65536,1241,137.5,52,32,0.8364823460578918,0.2,0.0005,30.03769312798977,0.011444921,310,6.5890326499938965,0.152685546875,0.9746710546314716,-3.7179009236395357,-0.009603103456902318
322.66420941999996,67584,1286,137.39,52,33,0.8321920037269592,0.2,0.0005,28.392816945910454,0.010327883,320,12.329100608825684,0.148583984375,0.9797811824828386,-3.7088932298123836,-0.008679756299534347
322.49718783,69632,1330,136.5,52,34,0.8156664967536926,0.2,0.0005,21.952089178562165,0.013748888,330,9.143423080444336,0.1326171875,0.9841950722038746,-3.671045818924904,-0.0060109728576208
324.59693091,71680,1374,136.54,52,35,0.8099716305732727,0.2,0.0005,187.84275960326195,0.0093778,340,67.03398132324219,0.130078125,0.89658173173666,-3.631601150333881,-0.010892958522890694
328.26337847,73728,1414,136.64,52,36,0.8030319809913635,0.2,0.0005,276.97852915525436,0.013991594,350,131.7283935546875,0.161376953125,0.8607412129640579,-3.610230129212141,-0.013476857175555778
329.90722976999996,75776,1458,136.92,51,37,0.8019204139709473,0.2,0.0005,78.7537496984005,0.011471589,360,26.827232360839844,0.111767578125,0.9302888065576553,-3.589197763055563,-0.007660764930187724
331.72811605999993,77824,1506,136.72,51,38,0.8011677861213684,0.2,0.0005,192.85535212755204,0.008094167,370,53.27512741088867,0.089599609375,0.8994190469384193,-3.590504252165556,-0.006871117544505978
337.18869220999994,79872,1553,138.54,51,39,0.8026016354560852,0.2,0.0005,338.83071012496947,0.0094619,380,95.18690490722656,0.1021484375,0.7994866669178009,-3.5917101219296454,-0.009969084355543601
342.6110566,81920,1584,140.07,51,40,0.8004870414733887,0.2,0.0005,81.30492700338364,0.013244664,390,18.953031539916992,0.1330078125,0.9367902874946594,-3.5908393606543543,-0.010553946931031533
349.65388412,83968,1620,142.58,51,41,0.7900689244270325,0.2,0.0005,61.23880000114441,0.012805241,400,31.171993255615234,0.164892578125,0.9673376977443695,-3.562936805933714,-0.010945066615386167
357.9410672399999,86016,1655,145.36,51,42,0.7857980132102966,0.2,0.0005,515.0368736267089,0.008685412,410,139.55979919433594,0.10869140625,0.7590118050575256,-3.5400295823812487,-0.00953471914253896
361.53910835000005,88064,1689,146.9,52,43,0.78509122133255,0.2,0.0005,179.6986423254013,0.009799333,420,87.62316131591797,0.11025390625,0.8849957063794136,-3.5302166655659675,-0.00989173198613571
365.60033218999996,90112,1733,148.34,51,44,0.7839308381080627,0.2,0.0005,586.0471869945526,0.005863685,430,160.53195190429688,0.04970703125,0.7513840794563293,-3.5275842949748037,-0.005471442735870369
370.90414803999994,92160,1764,150.58,52,45,0.7845601439476013,0.2,0.0005,164.85147383213044,0.00904403,440,54.719303131103516,0.098486328125,0.8697702884674072,-3.52645036354661,-0.006235666282009333
381.73043042999996,94208,1809,153.64,52,46,0.7830321192741394,0.2,0.0005,103.87571994066238,0.010751924,450,22.392833709716797,0.10732421875,0.9370506331324577,-3.5219975344836714,-0.008700691725243815
385.77752654000005,96256,1850,154.82,52,47,0.7819735407829285,0.2,0.0005,324.1758416891098,0.008910682,460,133.5897216796875,0.1205078125,0.7795688211917877,-3.5191468805074693,-0.011288437033363153
394.9562283699999,98304,1889,156.75,52,48,0.7700174450874329,0.2,0.0005,242.44175114631653,0.0088451095,470,56.989078521728516,0.104150390625,0.88096983730793,-3.4923830457031726,-0.0064751404846902
405.13670622999996,100352,1935,158.55,51,49,0.7744391560554504,0.2,0.0005,102.60992846488952,0.01383555,480,52.44000244140625,0.1599609375,0.9463818334043026,-3.4827862665057183,-0.009560588115709834
412.25707357999994,102400,1981,159.8,51,50,0.7684971690177917,0.2,0.0005,90.42006772756577,0.014436988,490,35.154266357421875,0.16416015625,0.9570401683449745,-3.4757016234099867,-0.013230826138169505
425.07977582,104448,2026,162.32,51,51,0.7614738345146179,0.2,0.0005,483.52383387088776,0.0106762145,500,158.9425811767578,0.14990234375,0.8322536498308182,-3.4453619711101053,-0.014949611524207285
438.62518096,106496,2070,165.49,51,52,0.75869220495224,0.2,0.0005,754.0162452697754,0.009674804,510,300.0296936035156,0.115478515625,0.7282015085220337,-3.4320672191679478,-0.011342422866437118
451.37847733999996,108544,2111,168.3,51,53,0.7551765441894531,0.2,0.0005,511.0377420902252,0.010858133,520,158.85418701171875,0.104150390625,0.7970782071352005,-3.4199985414743423,-0.008361148244875948
459.01118814999995,110592,2154,170.03,51,54,0.7520928382873535,0.2,0.0005,319.88415558338164,0.011749165,530,93.7034912109375,0.118017578125,0.8825177699327469,-3.4069560281932354,-0.008601660425483715
470.9796167600001,112640,2196,172.54,51,55,0.7535176277160645,0.2,0.0005,864.2741303443909,0.008716706,540,295.6925048828125,0.090673828125,0.6250718832015991,-3.4044191993772985,-0.009792529698461293
485.39259440999996,114688,2234,175.78,51,56,0.7516371607780457,0.2,0.0005,941.0517616271973,0.012431531,550,306.55731201171875,0.094482421875,0.619480550289154,-3.4036698512732984,-0.010143311860156245
498.88914178,116736,2276,179.2,51,57,0.7474033832550049,0.2,0.0005,570.7921861648559,0.010994874,560,284.7599792480469,0.11025390625,0.8001190572977066,-3.390752663463354,-0.010183833636983764
513.92465279,118784,2321,182.45,51,58,0.7417206168174744,0.2,0.0005,723.1625581264495,0.0091876425,570,394.19329833984375,0.10263671875,0.773255780339241,-3.369525817036629,-0.00923903946095379
528.17392646,120832,2355,185.55,51,59,0.7294638752937317,0.2,0.0005,187.5489882826805,0.014326807,580,54.7546272277832,0.187255859375,0.9130700901150703,-3.3194931998848913,-0.011094536050222814
546.24031944,122880,2402,189.76,51,60,0.7341513633728027,0.2,0.0005,380.70123143196105,0.010884181,590,173.1145782470703,0.133154296875,0.8617574572563171,-3.3179345659911634,-0.011230034531035927
560.3249267599999,124928,2443,193.19,51,61,0.7368544936180115,0.2,0.0005,566.971376490593,0.016384762,600,152.68919372558594,0.179931640625,0.8360023200511932,-3.3341929048299788,-0.00938136120676063
580.29887513,126976,2478,197.96,51,62,0.7207136154174805,0.2,0.0005,135.52770346403122,0.019109568,610,44.75374221801758,0.182958984375,0.9522102847695351,-3.2981868490576742,-0.010113817061937879
599.34415016,129024,2510,202.86,51,63,0.7251842021942139,0.2,0.0005,209.3018987894058,0.01345348,620,65.54011535644531,0.137939453125,0.9328816682100296,-3.2805674731731416,-0.0120257421178394
617.4398946,131072,2555,206.82,51,64,0.7234641909599304,0.2,0.0005,692.9969781398773,0.00841633,630,250.0135040283203,0.12158203125,0.7990062385797501,-3.286781198531389,-0.010207958369574045
630.72134013,133120,2585,209.66,51,65,0.7222157120704651,0.2,0.0005,156.33187135457993,0.010872711,640,66.30403900146484,0.148095703125,0.9385379552841187,-3.282707153260708,-0.010057589784264565
639.6287105800001,135168,2621,211.74,51,66,0.7172040343284607,0.2,0.0005,1049.9316165924072,0.0108463885,650,282.30340576171875,0.11533203125,0.7296518385410309,-3.2665609806776046,-0.012066755913838278
649.34091197,137216,2660,214.38,51,67,0.7194699645042419,0.2,0.0005,474.5632019519806,0.010068595,660,136.05491638183594,0.110595703125,0.8514353781938553,-3.2634231336414814,-0.00963380551256705
664.8881061699999,139264,2708,218.44,51,68,0.71453458070755,0.2,0.0005,1154.57181558609,0.009909283,670,381.0924377441406,0.139599609375,0.5568687617778778,-3.256562302261591,-0.012765628319175448
670.7494331800001,141312,2753,220.13,51,69,0.7108742594718933,0.2,0.0005,841.2238298416138,0.010269993,680,113.10401153564453,0.123095703125,0.6920332312583923,-3.236014446616173,-0.008220717230869923
671.40762315,143360,2797,220.57,51,70,0.7087695002555847,0.2,0.0005,615.759218263626,0.010758645,690,238.5304718017578,0.14033203125,0.8037270456552505,-3.227621129900217,-0.006375242707144934
665.5331954500002,145408,2838,218.68,51,71,0.7071145176887512,0.2,0.0005,1068.3940055847168,0.010193086,700,212.7420196533203,0.093994140625,0.6317817270755768,-3.2145383030176164,-0.00910098550375551
667.54576224,147456,2879,218.33,51,72,0.7007747292518616,0.2,0.0005,434.51637988090516,0.013900508,710,210.7655487060547,0.12080078125,0.8673476725816727,-3.1968342565000056,-0.004401559755206108
667.13108647,149504,2922,217.8,51,73,0.6953260898590088,0.2,0.0005,291.04018778800963,0.017362835,720,75.57682800292969,0.160302734375,0.8757254406809807,-3.1708865620195867,-0.005900813180778642
660.8903281499998,151552,2967,215.61,51,74,0.6963801980018616,0.2,0.0005,627.8745597839355,0.011461818,730,167.04293823242188,0.115673828125,0.7454406023025513,-3.164796761423349,-0.012275441452220547
666.62403528,153600,3001,217.22,51,75,0.6927201151847839,0.2,0.0005,185.3926423072815,0.014538342,740,35.000946044921875,0.15478515625,0.7939943671226501,-3.1614270962774755,-0.004580470728251384
658.4974127399998,155648,3045,215.32,51,76,0.6905139088630676,0.2,0.0005,767.4017634630203,0.0111599555,750,227.05833435058594,0.160400390625,0.8114078044891357,-3.1387156300246715,-0.003594805048487615
657.23792441,157696,3082,213.97,51,77,0.6916822791099548,0.2,0.0005,1284.2331581115723,0.010908858,760,362.2865905761719,0.112451171875,0.6057950258255005,-3.1423825845122337,-0.011488314202870243
661.3873705699999,159744,3130,214.8,51,78,0.6846140027046204,0.2,0.0005,58.85266647338867,0.023094542,770,17.038726806640625,0.2736328125,0.9468516148626804,-3.128950417786837,0.0009234823781298473
664.6908973599999,161792,3162,214.69,51,79,0.6782011985778809,0.2,0.0005,445.9069974422455,0.011156691,780,36.282230377197266,0.138916015625,0.842451736330986,-3.1001369409263133,-0.008661390746419783
666.9990497800001,163840,3209,214.4,51,80,0.6734595894813538,0.2,0.0005,317.2469438672066,0.012404906,790,51.712501525878906,0.14931640625,0.8805985003709793,-3.072013936191797,-0.010267703358840663
684.1994330400001,165888,3252,218.42,51,81,0.6711447238922119,0.2,0.0005,52.47188202738762,0.017210623,800,20.75935173034668,0.238525390625,0.974158875644207,-3.0545491613447666,-0.004398308839881793
697.4113903000001,167936,3292,221.95,51,82,0.6609445214271545,0.2,0.0005,18.889390644431113,0.030845638,810,8.220065116882324,0.249169921875,0.990646374411881,-3.0191847391426565,-0.004876145416346844
701.65261073,169984,3323,223.23,51,83,0.6552775502204895,0.2,0.0005,101.69636691808701,0.012303276,820,32.63262176513672,0.154345703125,0.9653718955814838,-2.9921877451241015,-0.008644315558194648
709.68876089,172032,3360,225.11,51,84,0.6482613682746887,0.2,0.0005,81.65784109830857,0.012287753,830,20.417753219604492,0.1130859375,0.9652496762573719,-2.96211127191782,-0.008604039467172697
720.53245935,174080,3396,228.03,51,85,0.647787868976593,0.2,0.0005,488.0114208221436,0.009327952,840,107.50420379638672,0.097802734375,0.87345851957798,-2.94843485057354,-0.00913846569164889
717.78763276,176128,3432,226.88,51,86,0.6437241435050964,0.2,0.0005,54.75453722476959,0.015960228,850,9.43551254272461,0.16328125,0.9746005404740572,-2.936293088644743,-0.007023471474531107
737.0603377499999,178176,3467,231.78,51,87,0.6438839435577393,0.2,0.0005,367.241637134552,0.009763872,860,142.38487243652344,0.123291015625,0.8956414461135864,-2.925941474735737,-0.006965310990199214
750.0628154799998,180224,3510,234.85,51,88,0.6422685384750366,0.2,0.0005,71.72139976024627,0.02264211,870,16.394323348999023,0.172802734375,0.9692270997911692,-2.9222736209630966,-0.005898303395952098
753.8714967199999,182272,3548,235.4,51,89,0.6322883367538452,0.2,0.0005,110.13681151270866,0.018507175,880,29.635591506958008,0.191064453125,0.9589238315820694,-2.8945707231760025,-0.009733562667679507
752.9176373900002,184320,3589,234.6,51,90,0.63077712059021,0.2,0.0005,88.948838108778,0.01405957,890,24.808509826660156,0.16552734375,0.971324510872364,-2.872083140909672,-0.012446057144552469
755.42279222,186368,3634,235.47,51,91,0.6336566805839539,0.2,0.0005,418.9044745802879,0.014622733,900,110.2503433227539,0.1341796875,0.8894562274217606,-2.8705570608377458,-0.011227700078597991
760.7055036999998,188416,3668,236.27,51,92,0.626459002494812,0.2,0.0005,76.92871386408805,0.012580528,910,30.596364974975586,0.15478515625,0.9732698518782854,-2.863900876045227,-0.011476516554830596
766.18051965,190464,3707,237.24,51,93,0.626253604888916,0.2,0.0005,250.5886788725853,0.012222685,920,120.17160034179688,0.13173828125,0.9317783713340759,-2.839376064389944,-0.009359434076759498
755.4882970599999,192512,3752,234.18,51,94,0.6214337944984436,0.2,0.0005,63.02449141740799,0.015317604,930,26.609508514404297,0.187060546875,0.9811318870633841,-2.824494531750679,-0.007186170840577688
764.74960625,194560,3795,235.73,51,95,0.623461902141571,0.2,0.0005,2282.9337598800657,0.008350255,940,1127.650634765625,0.10224609375,0.5302353799343109,-2.818849290162325,-0.008787006619968452
767.87187454,196608,3841,236.59,51,96,0.6196792125701904,0.2,0.0005,65.23568736314773,0.02606665,950,16.67717742919922,0.215234375,0.9457704722881317,-2.8126733779907225,-0.010172959171177354
789.14029729,198656,3880,242.16,51,97,0.6198098659515381,0.2,0.0005,1581.9585558891297,0.0067507704,960,633.158935546875,0.082275390625,0.6049098074436188,-2.81132238060236,-0.005842962546739727
799.5242547099999,200704,3928,244.28,51,98,0.6181421279907227,0.2,0.0005,433.27927885055544,0.010207377,970,147.3048858642578,0.119482421875,0.8046401888132095,-2.80475010573864,-0.010706202808069065
792.15413057,202752,3975,241.36,50,99,0.6144249439239502,0.2,0.0005,69.09908308386802,0.021639116,980,15.748735427856445,0.23447265625,0.9586385264992714,-2.783871654421091,-0.01269773465464823
794.6979376300001,204800,4015,241.96,51,100,0.614273726940155,0.2,0.0005,1362.0289690494537,0.008576019,990,255.08697509765625,0.1048828125,0.7301136255264282,-2.785582431405783,-0.006329882064892445
801.3521678800003,206848,4059,243.44,50,101,0.6119824051856995,0.2,0.0005,96.73341331481933,0.018613862,1000,29.71678352355957,0.172216796875,0.9577222317457199,-2.7733613356947897,-0.00884379506460391
810.78235354,208896,4099,245.83,50,102,0.615712583065033,0.2,0.0005,989.9720371246337,0.021794388,1010,1009.5010375976562,0.2029296875,0.8157302737236023,-2.7774867206811904,-0.006529249525192427
824.4099487999999,210944,4141,249.3,50,103,0.6177640557289124,0.2,0.0005,73.08660202026367,0.016846111,1020,28.31128692626953,0.209228515625,0.976162277162075,-2.795895404368639,-0.0076311089564114806
811.95875605,212992,4186,247.41,50,104,0.618277907371521,0.2,0.0005,67.57382473349571,0.023106009,1030,24.65394401550293,0.230224609375,0.9782482087612152,-2.7950992837548254,-0.007380242992076092
807.0891998,215040,4228,247.84,50,105,0.6171736121177673,0.2,0.0005,3284.9580379486083,0.006505221,1040,806.1398315429688,0.089453125,0.04229378700256348,-2.789287929981947,-0.008757287279877346
804.0518738399999,217088,4269,246.77,50,106,0.6137083172798157,0.2,0.0005,2512.211334037781,0.0077625816,1050,916.6600341796875,0.07939453125,0.4264829158782959,-2.779735789448023,-0.011988209023547825
813.0656092699999,219136,4314,250.19,50,107,0.6143743395805359,0.2,0.0005,1499.8270069122314,0.010226086,1060,318.9385681152344,0.101318359375,0.6346176266670227,-2.772116035223007,-0.012078778891009279
813.8921591300001,221184,4352,250.87,50,108,0.6117087006568909,0.2,0.0005,1424.4837882041932,0.0112141,1070,1392.552490234375,0.11083984375,0.6518657207489014,-2.766755539178848,-0.009574850247736322
799.2339980300001,223232,4394,246.95,50,109,0.6108877062797546,0.2,0.0005,270.31170630455017,0.01797394,1080,73.22688293457031,0.14365234375,0.862359032034874,-2.7591251499950884,-0.006857965979725123
797.7048873000001,225280,4442,246.59,50,110,0.6075246334075928,0.2,0.0005,504.43199560642245,0.012266535,1090,455.224853515625,0.169775390625,0.8421769887208939,-2.7493597716093063,-0.008541181677719578
