time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/kl_divergence_loss,train/value_loss,train/std,train/n_updates,train/learning_rate,train/policy_objective,train/is_line_search_success,train/explained_variance
53,52,184.61,506.88657683,2083,108544,0.006816186010837555,35.35813332796097,0.6807578206062317,52,0.001,0.05518118292093277,1.0,0.9718570094555616
54,52,189.11,523.7088598,2119,110592,0.005892895627766848,17.577033901214598,0.6812307238578796,53,0.001,0.05351104214787483,1.0,0.9866263568401337
55,52,189.08,522.68276779,2163,112640,0.005548851098865271,10.706985992193221,0.6702904105186462,54,0.001,0.046700604259967804,1.0,0.9929347708821297
56,51,191.1,535.3114014,2214,114688,0.005366422701627016,75.29540111124516,0.6595980525016785,55,0.001,0.04061158373951912,1.0,0.9609258361160755
57,51,193.54,544.38370902,2258,116736,0.006438004318624735,48.48819012641907,0.6513878107070923,56,0.001,0.04723457247018814,1.0,0.9762388970702887
58,51,194.2,548.28926686,2303,118784,0.006975282449275255,74.39327785372734,0.6476131081581116,57,0.001,0.044907987117767334,1.0,0.9609895348548889
59,51,198.82,566.6391391,2345,120832,0.006398495752364397,69.52050982117653,0.6401116251945496,58,0.001,0.040819328278303146,1.0,0.9708898812532425
60,51,202.6,583.73006432,2389,122880,0.006401617079973221,18.646357423067094,0.6374649405479431,59,0.001,0.05063505470752716,1.0,0.9894654359668493
61,51,205.28,596.1182404900001,2422,124928,0.005938659887760878,14.26081162393093,0.629798412322998,60,0.001,0.052741557359695435,1.0,0.9917278559878469
62,51,208.97,611.7742187499999,2465,126976,0.006391275208443403,14.856138733029365,0.6201520562171936,61,0.001,0.05382798984646797,1.0,0.9886992480605841
63,51,209.5,614.87450995,2512,129024,0.005141986068338156,9.315729175508022,0.6187025308609009,62,0.001,0.05852757394313812,1.0,0.9946719072759151
64,51,208.95,614.7610138399999,2558,131072,0.006714815739542246,44.178202292323114,0.615007221698761,63,0.001,0.03663160651922226,1.0,0.9792028125375509
65,51,208.1,614.79869262,2590,133120,0.007614389061927795,7.9851467743515965,0.6152858138084412,64,0.001,0.05846981704235077,1.0,0.993966412730515
66,51,210.27,622.51992732,2623,135168,0.005450425203889608,26.897295215725897,0.6169182658195496,65,0.001,0.05869631469249725,1.0,0.9823708087205887
67,51,214.47,640.63579048,2654,137216,0.005936238914728165,22.916784876585005,0.6163240075111389,66,0.001,0.05039648711681366,1.0,0.9820909295231104
68,51,216.29,649.6698279,2685,139264,0.006750890985131264,7.9700631439685825,0.6134564280509949,67,0.001,0.061320144683122635,1.0,0.9945490318350494
69,51,219.14,662.86645147,2718,141312,0.006304985377937555,13.046781378984452,0.6179949641227722,68,0.001,0.04678957164287567,1.0,0.9887871406972408
70,51,221.71,674.5443697400001,2762,143360,0.005830603186041117,10.010769402980804,0.609023928642273,69,0.001,0.05492149665951729,1.0,0.9937696130946279
71,51,223.32,682.0258727100002,2803,145408,0.00710537051782012,7.5457303643226625,0.6064577102661133,70,0.001,0.053629469126462936,1.0,0.9958473606966436
72,51,225.89,692.80155457,2850,147456,0.007305556908249855,45.34812027364969,0.6067832112312317,71,0.001,0.04500507563352585,1.0,0.9788890685886145
73,51,227.92,701.10572338,2890,149504,0.0060996706597507,26.012973275780677,0.6012716889381409,72,0.001,0.04164348542690277,1.0,0.9792302697896957
74,51,229.28,705.59713031,2922,151552,0.006116501521319151,11.631559267640114,0.6054015159606934,73,0.001,0.0632314458489418,1.0,0.9944786014966667
75,51,232.66,721.77042201,2956,153600,0.006424921099096537,161.41681175231935,0.5964390635490417,74,0.001,0.03621147572994232,1.0,0.9457823969423771
76,51,234.47,730.0007143800001,2999,155648,0.006317704916000366,9.65276329666376,0.5865804553031921,75,0.001,0.05201286822557449,1.0,0.995346590410918
77,52,235.94,739.1161924700001,3026,157696,0.006970950867980719,10.228870069980621,0.5859049558639526,76,0.001,0.05365496501326561,1.0,0.9946560044772923
78,51,237.75,748.4745755199998,3075,159744,0.007214220240712166,84.22280514836311,0.5897336602210999,77,0.001,0.037804313004016876,1.0,0.9751655347645283
79,51,238.37,751.3054126100001,3123,161792,0.0061280615627765656,7.9128964930772785,0.5834271311759949,78,0.001,0.052189067006111145,1.0,0.9961954632308334
80,51,236.93,747.9579928699999,3172,163840,0.007607605773955584,8.945753955841065,0.5785064697265625,79,0.001,0.05807648226618767,1.0,0.9955961182713509
81,51,240.89,762.60306318,3221,165888,0.006550532300025225,8.439896762371063,0.5706086158752441,80,0.001,0.054213833063840866,1.0,0.996901661157608
82,51,243.46,772.5983660400001,3264,167936,0.007077576592564583,5.340708291530609,0.5699822306632996,81,0.001,0.055452246218919754,1.0,0.9978119698353112
83,51,243.95,774.2032983700001,3312,169984,0.006222167517989874,6.019505532085896,0.5675976872444153,82,0.001,0.05407578870654106,1.0,0.997547684237361
84,51,248.92,793.1469992500001,3357,172032,0.006975060328841209,84.32593226134777,0.5675430297851562,83,0.001,0.057083092629909515,1.0,0.9746211264282465
85,51,254.83,813.68213341,3406,174080,0.007852359674870968,5.5916658490896225,0.5617806911468506,84,0.001,0.05826444923877716,1.0,0.9980035133194178
86,51,259.9,828.9944612,3442,176128,0.007496762555092573,4.372946770489216,0.549925684928894,85,0.001,0.059222809970378876,1.0,0.9977941624820232
87,51,267.59,854.9629652599999,3488,178176,0.008307773619890213,6.424567371606827,0.5570195317268372,86,0.001,0.06560302525758743,1.0,0.9972193546127528
88,50,275.24,878.2969468599999,3536,180224,0.007086768746376038,3.8950981311500072,0.5510591864585876,87,0.001,0.05426432937383652,1.0,0.9977281619794667
89,50,280.87,892.96548361,3575,182272,0.008688326925039291,8.006935957074166,0.5574355721473694,88,0.001,0.0593295581638813,1.0,0.9952320791780949
90,50,288.15,914.0527667800001,3620,184320,0.007216952741146088,4.537298250198364,0.556243360042572,89,0.001,0.050238318741321564,1.0,0.9957003057934344
91,50,292.73,929.7406340100001,3671,186368,0.006711224559694529,15.124949207901954,0.5515589714050293,90,0.001,0.04194331169128418,1.0,0.991789567284286
92,50,301.54,951.85469474,3720,188416,0.00885970238596201,7.153651537001133,0.5408230423927307,91,0.001,0.06575839966535568,1.0,0.997313130646944
93,50,306.77,967.6646594399998,3768,190464,0.008933966048061848,8.73039461672306,0.5377798676490784,92,0.001,0.05586830899119377,1.0,0.9903928283601999
94,50,314.47,987.6870316699999,3805,192512,0.008086823858320713,8.474003201723098,0.5471256375312805,93,0.001,0.06567297875881195,1.0,0.9947956884279847
95,50,321.55,1011.17185927,3831,194560,0.006183510646224022,4.776715303957462,0.545954704284668,94,0.001,0.046626631170511246,1.0,0.9910657359287143
96,50,332.46,1043.8059579,3865,196608,0.007212432567030191,5.762838225066662,0.5388475060462952,95,0.001,0.06404157727956772,1.0,0.9968029276933521
97,50,340.48,1068.2425000699998,3900,198656,0.006859962362796068,3.52850036919117,0.5378226637840271,96,0.001,0.052114956080913544,1.0,0.9976996930781752
98,51,344.12,1076.98606574,3933,200704,0.008250153623521328,5.356146648526192,0.5431366562843323,97,0.001,0.06112705543637276,1.0,0.9957615826278925
99,50,350.81,1093.4698181600002,3979,202752,0.007617348339408636,8.360934694111346,0.538608968257904,98,0.001,0.04404008015990257,1.0,0.9931728588417172
100,50,355.75,1108.98283302,4024,204800,0.008276858367025852,3.8935737244784834,0.5479844808578491,99,0.001,0.07027889788150787,1.0,0.997103757923469
101,50,360.82,1125.7132254399999,4070,206848,0.007403672207146883,5.657411177456379,0.5529912710189819,100,0.001,0.054215606302022934,1.0,0.997411617776379
102,50,362.54,1128.7178898299999,4115,208896,0.007648039609193802,5.682571195811033,0.5492820143699646,101,0.001,0.0496775358915329,1.0,0.9970511430874467
103,50,366.3,1137.5307473999999,4165,210944,0.007390631828457117,4.144434013962746,0.5499376654624939,102,0.001,0.06103364750742912,1.0,0.9980741197941825
104,50,370.51,1151.48222963,4209,212992,0.007095491513609886,3.44455858618021,0.5394734144210815,103,0.001,0.05352036654949188,1.0,0.9980002800002694
105,50,376.41,1169.79338525,4257,215040,0.006075514014810324,3.4974322862923146,0.538149356842041,104,0.001,0.0911712497472763,1.0,0.9973198836669326
106,50,372.84,1150.86441353,4303,217088,0.006612727884203196,3.0108032122254373,0.5408586859703064,105,0.001,0.05841771140694618,1.0,0.9977161602582783
107,50,374.41,1155.39694502,4352,219136,0.008303272537887096,335.79122166633607,0.5383971333503723,106,0.001,0.05921830236911774,1.0,0.7556215673685074
108,50,376.15,1160.9321441299996,4394,221184,0.007585110608488321,7.995348210632801,0.5345299243927002,107,0.001,0.06930925697088242,1.0,0.9904517130926251
109,50,383.47,1184.2729804500002,4438,223232,0.0069500599056482315,4.127921041101217,0.5358516573905945,108,0.001,0.05562808737158775,1.0,0.9964732457883656
110,50,386.96,1195.95700069,4479,225280,0.0073013026267290115,8.664060069620609,0.535886824131012,109,0.001,0.0538073293864727,1.0,0.9955444154329598
111,50,390.33,1212.38036859,4527,227328,0.00830643717199564,7.068472245335579,0.5352067947387695,110,0.001,0.05483315512537956,1.0,0.9968908410519361
112,50,393.53,1221.7567952,4572,229376,0.008329798467457294,4.259399649500847,0.5347558856010437,111,0.001,0.07488644868135452,1.0,0.9978565811179578
113,50,403.19,1250.7846928099998,4620,231424,0.007627071347087622,3.5911902152001858,0.5305085778236389,112,0.001,0.05830715596675873,1.0,0.9966335000935942
114,50,402.76,1252.9764145000001,4651,233472,0.007498747203499079,2.642132432758808,0.5264133214950562,113,0.001,0.05208328366279602,1.0,0.9945173431187868
115,50,407.97,1264.5796966299997,4685,235520,0.007428748533129692,5.526138564944267,0.5231593251228333,114,0.001,0.05882177874445915,1.0,0.9971983628347516
116,50,408.07,1269.34583966,4727,237568,0.008633597753942013,3.1542860567569733,0.518587052822113,115,0.001,0.07586908340454102,1.0,0.9971039230003953
117,50,411.53,1279.97225441,4770,239616,0.007792868185788393,3.996323174983263,0.5023300051689148,116,0.001,0.06255204230546951,1.0,0.9982320866547525
118,50,412.8,1285.5296015800002,4815,241664,0.009218132123351097,2.3554061844944956,0.5000877976417542,117,0.001,0.0713529884815216,1.0,0.9913691803812981
119,50,418.23,1303.1616473000001,4858,243712,0.007799462880939245,3.641154308617115,0.4895508289337158,118,0.001,0.06787417829036713,1.0,0.9979579895734787
120,50,417.02,1301.70104716,4898,245760,0.0079870680347085,2.3545476950705053,0.47987261414527893,119,0.001,0.07731342315673828,1.0,0.9979471622500569
121,50,423.42,1319.8192033000003,4943,247808,0.008055674843490124,5.8451544180512425,0.47280097007751465,120,0.001,0.05551913380622864,1.0,0.9976753229275346
122,50,425.07,1325.86984783,4991,249856,0.007478246930986643,2.4322560362517835,0.4599097669124603,121,0.001,0.060959018766880035,1.0,0.9977162373252213
123,50,431.35,1346.4321624499999,5025,251904,0.008421475067734718,4.131834657490254,0.4622066915035248,122,0.001,0.07810158282518387,1.0,0.9977742591872811
124,50,428.99,1343.0111262100002,5074,253952,0.008123768493533134,9.100574447214603,0.46266794204711914,123,0.001,0.04663193225860596,1.0,0.9929088237695396
125,50,427.75,1340.9403770800002,5109,256000,0.006631832104176283,62.46877555698156,0.4607616364955902,124,0.001,0.04049775376915932,1.0,0.9794455990195274
126,50,427.59,1346.7342956799998,5156,258048,0.008099579252302647,8.487143652141095,0.45511889457702637,125,0.001,0.06348860263824463,1.0,0.9945821980945766
127,50,433.26,1367.9754366700001,5199,260096,0.008405668660998344,6.704096068441868,0.4455139636993408,126,0.001,0.0488717295229435,1.0,0.9955173484049737
128,49,430.37,1364.07436163,5248,262144,0.00838494673371315,3.0797380581498146,0.44028398394584656,127,0.001,0.0639471635222435,1.0,0.9958360893651843
129,50,431.74,1369.8042289700002,5281,264192,0.008853248320519924,9.875089125335217,0.4372216463088989,128,0.001,0.0597645528614521,1.0,0.9919212907552719
130,50,435.07,1378.06310961,5316,266240,0.007201585918664932,5.1213510520756245,0.43975090980529785,129,0.001,0.043704841285943985,1.0,0.9764331988990307
131,50,437.53,1385.3895622900004,5361,268288,0.008094138465821743,2.0062837041914463,0.44457340240478516,130,0.001,0.07727119326591492,1.0,0.991633283905685
132,50,439.19,1389.06245931,5394,270336,0.006325853988528252,5.784912455826998,0.441460520029068,131,0.001,0.07215933501720428,1.0,0.9916838500648737
133,50,437.34,1386.4315606399998,5427,272384,0.008395870216190815,7.770380662381649,0.44181028008461,132,0.001,0.06015188619494438,1.0,0.9943627961911261
134,50,435.37,1384.35616936,5473,274432,0.009513786062598228,3.547632648050785,0.43891119956970215,133,0.001,0.06788574159145355,1.0,0.996300294296816
135,50,434.84,1381.6509039100004,5514,276480,0.008421800099313259,4.917406357079744,0.43876028060913086,134,0.001,0.07301303744316101,1.0,0.9963194248266518
136,50,436.27,1385.9717307999997,5558,278528,0.008178576827049255,115.28313693851233,0.4350723922252655,135,0.001,0.038839347660541534,1.0,0.7484599649906158
137,50,438.5,1392.79033102,5592,280576,0.008994980715215206,4.087251527607441,0.4346928596496582,136,0.001,0.07034287601709366,1.0,0.9949584645219147
138,50,429.27,1365.6796067100001,5620,282624,0.008155059069395065,1.8620627373456955,0.42976653575897217,137,0.001,0.062281087040901184,1.0,0.998042170656845
139,50,432.1,1374.3169437399995,5663,284672,0.006820410490036011,28.569094482064248,0.4297068417072296,138,0.001,0.046787556260824203,1.0,0.9792739786207676
140,50,432.03,1374.1216142000003,5711,286720,0.00938351545482874,4.02109237164259,0.42533230781555176,139,0.001,0.07121214270591736,1.0,0.9959589345380664
141,50,434.37,1381.70779878,5755,288768,0.008238738402724266,3.4064520828425886,0.4302845299243927,140,0.001,0.07659990340471268,1.0,0.9978901501744986
142,50,431.4,1376.1426185699997,5788,290816,0.0099264495074749,6.469479441642761,0.42217782139778137,141,0.001,0.05728847160935402,1.0,0.9968061360996217
143,50,426.77,1361.5731674899998,5818,292864,0.00885001104325056,6.02581826299429,0.42118167877197266,142,0.001,0.06499387323856354,1.0,0.9979127533733845
144,50,425.76,1357.4877084799998,5867,294912,0.007841873914003372,6.251950101554394,0.41438886523246765,143,0.001,0.07242843508720398,1.0,0.9977850732393563
145,50,431.18,1374.1891833499997,5905,296960,0.007792562711983919,5.467953858524561,0.4133348762989044,144,0.001,0.05028780177235603,1.0,0.9977596930693835
146,50,434.43,1385.7227848699997,5947,299008,0.008626007474958897,3.4505269050598146,0.41180017590522766,145,0.001,0.07782644033432007,1.0,0.9982928821118549
147,50,434.17,1382.34612548,5986,301056,0.008429295383393764,6.100458297133446,0.4107010066509247,146,0.001,0.06243264302611351,1.0,0.9952153712511063
148,50,434.55,1382.6653520099999,6034,303104,0.008540811017155647,3.115227972716093,0.4118666350841522,147,0.001,0.056822679936885834,1.0,0.9978264668025076
149,50,437.8,1391.5381651199998,6067,305152,0.008450615219771862,2.24302526935935,0.4090634882450104,148,0.001,0.053456857800483704,1.0,0.9962254979182035
150,50,442.04,1401.4629369499994,6112,307200,0.00805737730115652,3.9722498781979083,0.41014984250068665,149,0.001,0.05467415228486061,1.0,0.9971258025616407
151,50,440.59,1397.86184528,6162,309248,0.008669082075357437,7.454329389333725,0.40710440278053284,150,0.001,0.06203198432922363,1.0,0.9952644216828048
152,50,440.59,1399.1855242200002,6210,311296,0.009480771608650684,6.122700986266136,0.40419745445251465,151,0.001,0.05851876735687256,1.0,0.9918410861864686
153,50,442.45,1407.3869033699998,6253,313344,0.0063755102455616,3.8301033094525336,0.39969602227211,152,0.001,0.04526618868112564,1.0,0.9871412217617035
154,50,442.21,1408.3319341100005,6285,315392,0.008151189424097538,5.917023566365242,0.39777591824531555,153,0.001,0.07465694844722748,1.0,0.9967845524661243
155,50,439.75,1399.5831990299996,6323,317440,0.008792114444077015,6.1156449995934965,0.4027198255062103,154,0.001,0.06610584259033203,1.0,0.9960829578340054
156,50,445.25,1414.9065881200002,6370,319488,0.007857016287744045,5.143719155341387,0.3979988992214203,155,0.001,0.07049590349197388,1.0,0.9969810410402715
157,50,443.05,1410.77086907,6415,321536,0.00915728509426117,2.077005610987544,0.39732980728149414,156,0.001,0.0600271075963974,1.0,0.9913120185956359
158,50,443.36,1413.7861592699999,6445,323584,0.007692702114582062,4.220061857998371,0.396322101354599,157,0.001,0.06325852870941162,1.0,0.9953730944544077
159,50,444.38,1420.05658161,6479,325632,0.00926380418241024,3.9425965040922164,0.3933730125427246,158,0.001,0.1136663481593132,1.0,0.9974280623719096
160,50,450.57,1440.5542811200005,6508,327680,0.008334816433489323,2.959094060957432,0.3946795165538788,159,0.001,0.06456971168518066,1.0,0.9973030618857592
161,50,450.11,1440.9931609,6541,329728,0.008077769540250301,3.453208866715431,0.3811064660549164,160,0.001,0.06214040517807007,1.0,0.9976875425782055
162,50,450.19,1440.81145385,6576,331776,0.008733173832297325,3.1997264184057714,0.38235750794410706,161,0.001,0.05849778652191162,1.0,0.9978606852237135
163,50,455.23,1455.6179085199997,6611,333824,0.009069675579667091,4.665432700514794,0.3793231248855591,162,0.001,0.07141000777482986,1.0,0.9949477328918874
164,50,458.21,1466.8587577,6650,335872,0.009032691828906536,1.122370383143425,0.38238421082496643,163,0.001,0.052540939301252365,1.0,0.9968537325039506
165,50,458.87,1473.74334831,6694,337920,0.008493631146848202,2.5054026652127503,0.38187089562416077,164,0.001,0.06800892949104309,1.0,0.9953533555381
166,50,466.24,1495.7213474000005,6738,339968,0.008822302334010601,7.013149908185005,0.3821924030780792,165,0.001,0.07397858798503876,1.0,0.9943561283871531
167,50,466.3,1496.99000122,6789,342016,0.009888204745948315,1.9856696669012308,0.38144710659980774,166,0.001,0.06561927497386932,1.0,0.9934506202116609
168,50,466.24,1497.6787100200004,6835,344064,0.009764458052814007,2.4800410110503437,0.38664481043815613,167,0.001,0.05975370481610298,1.0,0.9976686134468764
169,50,465.39,1497.1001857500003,6866,346112,0.007990204729139805,3.813784646242857,0.3859764635562897,168,0.001,0.1061016321182251,1.0,0.9979041959159076
170,50,464.31,1499.0555252200002,6901,348160,0.008823351003229618,3.4985180117189882,0.39126527309417725,169,0.001,0.08378855884075165,1.0,0.997958165826276
171,50,464.85,1505.9332461000001,6948,350208,0.007747158873826265,3.5706442810595034,0.38930758833885193,170,0.001,0.05401130020618439,1.0,0.9967560237273574
172,50,462.13,1503.0660336,6991,352256,0.009045389480888844,1.5696621708571912,0.3845435082912445,171,0.001,0.0647142082452774,1.0,0.9971570966299623
173,50,463.12,1512.07461508,7039,354304,0.008555120788514614,6.7348150059580805,0.383840948343277,172,0.001,0.1269780993461609,1.0,0.9983723408076912
174,50,461.78,1511.37940425,7072,356352,0.008662701584398746,2.1985210955142973,0.38196834921836853,173,0.001,0.06281672418117523,1.0,0.9984052729560062
175,50,463.85,1518.6205359799999,7114,358400,0.008654166013002396,1.978525622189045,0.3833364248275757,174,0.001,0.10718503594398499,1.0,0.9966317750513554
176,50,460.44,1509.5415651199999,7160,360448,0.009304691106081009,1.5925408862531185,0.38039907813072205,175,0.001,0.08784981071949005,1.0,0.9974791465792805
177,50,458.75,1508.3266685199997,7208,362496,0.008426549844443798,5.730507078021764,0.37962770462036133,176,0.001,0.08310667425394058,1.0,0.9973125921096653
178,50,458.75,1513.1755355100001,7249,364544,0.008741931058466434,5.761208751797676,0.37758055329322815,177,0.001,0.07672391831874847,1.0,0.9983878980856389
179,50,452.71,1498.1486904699998,7276,366592,0.009611914865672588,1.8158306390047074,0.37029266357421875,178,0.001,0.0635087639093399,1.0,0.9971131160855293
180,50,451.49,1497.5328291,7305,368640,0.007066051010042429,107.03300498723983,0.3697845935821533,179,0.001,0.04510064423084259,1.0,0.9645935110747814
181,50,444.57,1477.7546127199998,7341,370688,0.00950614269822836,18.297006425261497,0.3684426248073578,180,0.001,0.11278953403234482,1.0,0.9925165618769825
182,50,445.16,1481.5363943399996,7387,372736,0.009577208198606968,9.119179084897041,0.3666099011898041,181,0.001,0.07394483685493469,1.0,0.997490762732923
